"","ele","dist_km","dist_total","speed","times"
"4133",29,0.00644447024698657,22.0307592827765,2.32000928891517,"12:31:24"
"4134",29.1,0.00352815726518947,22.0342874400417,0.635068307734104,"12:31:25"
"4135",29.2,0.00474572915495158,22.0390331691966,1.70846249578257,"12:31:27"
"4136",29.2,0.00307648449816755,22.0421096536948,0.553767209670159,"12:31:28"
"4137",29.3,0.00622058939325622,22.048330243088,2.23941218157224,"12:31:30"
"4138",29.5,0.00507901132395219,22.053409254412,1.82844407662279,"12:31:31"
"4139",29.6,0.00483388510715605,22.0582431395191,0.87009931928809,"12:31:32"
"4140",29.7,0.00722397561345078,22.0654671151326,2.60063122084228,"12:31:34"
"4141",29.9,0.00785802284710613,22.0733251379797,2.82888822495821,"12:31:35"
"4142",30.1,0.00547450633042232,22.0787996443101,1.97082227895204,"12:31:36"
"4143",30.2,0.00394003783869633,22.0827396821488,0.70920681096534,"12:31:37"
"4144",30.2,0.00461474080281467,22.0873544229516,1.66130668901328,"12:31:39"
"4145",30.3,0.00524687180910267,22.0926012947607,1.88887385127696,"12:31:40"
"4146",30.4,0.00994011462666827,22.1025414093874,3.57844126560058,"12:31:41"
"4147",30.7,0.00617005174473143,22.1087114611321,1.11060931405166,"12:31:42"
"4148",30.9,0.0112955782421962,22.1200070393743,2.03320408359531,"12:31:44"
"4149",31.2,0.00950278767039338,22.1295098270447,1.71050178067081,"12:31:46"
"4150",31.5,0.0127518623371451,22.1422616893819,4.59067044137224,"12:31:48"
"4151",31.8,0.00689725385444601,22.1491589432363,1.24150569380028,"12:31:49"
"4152",32,0.0146618959232081,22.1638208391595,5.2782825323549,"12:31:51"
"4153",32.5,0.00716995208317811,22.1709907912427,2.58118274994412,"12:31:52"
"4154",32.7,0.00683079429177521,22.1778215855345,1.22954297251954,"12:31:53"
"4155",32.8,0.0132932551003137,22.1911148406348,4.78557183611293,"12:31:55"
"4156",33.1,0.00686009472492304,22.1979749353597,2.46963410097229,"12:31:56"
"4157",33.3,0.00599328510805744,22.2039682204678,1.07879131945034,"12:31:57"
"4158",33.4,0.0125951126425831,22.2165633331104,4.53424055132992,"12:31:59"
"4159",33.6,0.00660632316674125,22.2231696562771,1.18913817001343,"12:32:00"
"4160",33.7,0.0144320336160992,22.2376016898932,5.1955321017957,"12:32:02"
"4161",33.8,0.00635769222949181,22.2439593821227,2.28876920261705,"12:32:03"
"4162",33.9,0.00608494641941155,22.2500443285421,1.09529035549408,"12:32:04"
"4163",33.9,0.0134482005725056,22.2634925291146,2.42067610305101,"12:32:06"
"4164",34.1,0.0116499956427652,22.2751425247574,4.19399843139549,"12:32:08"
"4165",34.2,0.00580468265558651,22.280947207413,1.04484287800557,"12:32:09"
"4166",34.3,0.00716673823793489,22.2881139456509,1.29001288282828,"12:32:11"
"4167",34.4,0.0122681743097277,22.3003821199606,4.41654275150196,"12:32:13"
"4168",34.5,0.00756709676758875,22.3079492167282,2.72415483633195,"12:32:14"
"4169",34.6,0.00736146354018386,22.3153106802684,1.32506343723309,"12:32:15"
"4170",34.7,0.0152075719285759,22.330518252197,5.47472589428731,"12:32:17"
"4171",34.8,0.00712101883604749,22.337639271033,1.28178339048855,"12:32:18"
"4172",34.8,0.0129438129702663,22.3505830840033,2.32988633464793,"12:32:20"
"4173",35,0.0135142777366981,22.36409736174,4.86513998521131,"12:32:22"
"4174",35.1,0.00666134068141438,22.3707587024214,1.19904132265459,"12:32:23"
"4175",35.2,0.0132751221951082,22.3840338246165,4.77904399023897,"12:32:25"
"4176",35.3,0.0061191243499409,22.3901529489664,1.10144238298936,"12:32:26"
"4177",35.3,0.0109705700822072,22.4011235190487,1.97470261479729,"12:32:28"
"4178",35.4,0.00914542858145899,22.4102689476301,3.29235428932524,"12:32:30"
"4179",35.4,0.00519843705078376,22.4154673846809,0.935718669141076,"12:32:31"
"4180",35.4,0.0073023140940577,22.422769698775,1.31441653693039,"12:32:33"
"4181",35.5,0.00866429260200442,22.431433991377,1.5595726683608,"12:32:35"
"4182",35.5,0.00730231755748064,22.4387363089344,2.62883432069303,"12:32:37"
"4183",35.6,0.00158577684443903,22.4403220857789,0.57087966399805,"12:32:38"
"4184",35.6,0.00211533467486311,22.4424374204537,0.76152048295072,"12:32:39"
"4185",35.7,0.00212550551932932,22.4445629259731,0.382590993479278,"12:32:40"
"4186",35.7,0.00343394468211262,22.4479968706552,1.23622008556054,"12:32:42"
"4187",35.7,0.00517496436459978,22.4531718350198,1.86298717125592,"12:32:43"
"4188",35.8,0.0112069506932128,22.464378785713,2.01725112477831,"12:32:44"
"4189",35.9,0.0122188578584995,22.4765976435715,4.39878882905982,"12:32:46"
"4190",35.9,0.00521041114397593,22.4818080547155,0.937874005915668,"12:32:47"
"4191",35.9,0.00886481303719664,22.4906728677527,3.19133269339079,"12:32:49"
"4192",35.9,0.00478583387143508,22.4954587016241,0.861450096858315,"12:32:50"
"4193",35.9,0.00972261450894223,22.5051813161331,3.5001412232192,"12:32:52"
"4194",35.9,0.00700288769588929,22.5121842038289,2.52103957052014,"12:32:53"
